slug,distillery_name,country,registry,company_number,company_name,relation,match_method,confidence,verified,source,note
anderson-distilleries,Anderson Distilleries,Canada,bc-orgbook,A0108864,ANDERSON DISTILLERIES INC.,self,orgbook-topic-search,medium,,https://orgbook.gov.bc.ca/entity/A0108864,name jaccard 1.00 via pin name; BC Registries A0108864 status ACT type A; registered 2019-02-22; BN 842816993; home FD
antidote-distilling-co,Antidote Distilling Co.,Canada,bc-orgbook,BC1284133,ANTIDOTE DISTILLING CO LTD.,self,orgbook-topic-search,high,,https://orgbook.gov.bc.ca/entity/BC1284133,name jaccard 1.00 via LCRB licence 310810 licensee; BC Registries BC1284133 status ACT type BC; registered 2021-01-15; BN 787724061; home BC
antidote-distilling-co,Antidote Distilling Co.,Canada,bc-orgbook,FM1117715,ANTIDOTE,self,orgbook-topic-search,medium,,https://orgbook.gov.bc.ca/entity/FM1117715,"name jaccard 1.00 via LCRB licence 310810 licensee; BC Registries FM1117715 status ACT type SP (firm name, not a company); registered 2026-09-01; BN 755681970; home BC"
arbutus-distillery,Arbutus Distillery,Canada,bc-orgbook,A0087167,ARBUTUS DISTILLERIES INC. ,self,orgbook-topic-search,high,,https://orgbook.gov.bc.ca/entity/A0087167,name jaccard 1.00 via LCRB licence 305824 licensee; BC Registries A0087167 status ACT type A; registered 2012-09-18; BN 848036042; home FD
arbutus-distillery,Arbutus Distillery,Canada,corporations-canada,8289255,Arbutus Distilleries Inc.,self,federal-bulk-name,high,,https://open.canada.ca/data/en/dataset/0032ce54-c5dd-4b66-99a0-320a7b5e99f2,"name jaccard 1.00; status Active; CBCA; registered office Nanaimo, BC (city agrees); BN 848036042; last annual filing 2025"
aurel-et-compagnie-distillerie-nordique-inc,AUREL ET COMPAGNIE DISTILLERIE NORDIQUE INC.,Canada,qc-req,1173137721,AUREL ET COMPAGNIE DISTILLERIE NORDIQUE,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit AS001 (Production artisanale d’alcools et spiritueux) in force, SAINT-AMBROISE (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
authentic-seacoast-company,Authentic Seacoast Company,Canada,corporations-canada,8217084,AUTHENTIC SEACOAST DISTILLING COMPANY LTD.,self,federal-bulk-name,high,,https://open.canada.ca/data/en/dataset/0032ce54-c5dd-4b66-99a0-320a7b5e99f2,"name jaccard 1.00; status Active; CBCA; registered office Guysborough, NS (city agrees); BN 807577887; last annual filing 2026"
bare-bones-distillery,Bare Bones Distillery,Canada,corporations-canada,14105826,Bare Bones Distillery Inc.,self,federal-bulk-name,high,,https://open.canada.ca/data/en/dataset/0032ce54-c5dd-4b66-99a0-320a7b5e99f2,"name jaccard 1.00; status Active; CBCA; registered office Hillier, ON (city agrees); BN 720903004; last annual filing 2025"
bee-wild-distillery,Bee Wild Distillery,Canada,bc-orgbook,BC1363042,BEE WILD DISTILLERY LTD.,self,orgbook-topic-search,high,,https://orgbook.gov.bc.ca/entity/BC1363042,name jaccard 1.00 via LCRB licence 311082 licensee; BC Registries BC1363042 status ACT type BC; registered 2022-05-16; BN 725510002; home BC
best-coast-distillers,Best Coast Distillers,Canada,bc-orgbook,BC1302104,BEST COAST DISTILLERS INC.,self,orgbook-topic-search,high,,https://orgbook.gov.bc.ca/entity/BC1302104,name jaccard 1.00 via LCRB licence 310507 licensee; BC Registries BC1302104 status ACT type BC; registered 2021-04-26; BN 762400067; home BC
best-coast-distillers,Best Coast Distillers,Canada,bc-orgbook,FM0804250,BEST COAST DISTILLERS,self,orgbook-topic-search,medium,,https://orgbook.gov.bc.ca/entity/FM0804250,"name jaccard 1.00 via LCRB licence 310507 licensee; BC Registries FM0804250 status ACT type SP (firm name, not a company); registered 2020-04-22; BN 803913466; home BC"
bluepearl-distillerie,BluePearl Distillerie,Canada,corporations-canada,10147753,Distillerie BluePearl Inc.,self,federal-bulk-name,high,,https://open.canada.ca/data/en/dataset/0032ce54-c5dd-4b66-99a0-320a7b5e99f2,"name jaccard 1.00; status Active; CBCA; registered office Montréal, QC (city agrees); BN 723108924; last annual filing 2026"
bluepearl-distillerie,BluePearl Distillerie,Canada,qc-req,1172619547,BLUEPEARL DISTILLERIE,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit DI058 (Distillateur) in force, MONTRÉAL (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
bruinwood-estate-distillery,Bruinwood Estate Distillery,Canada,bc-orgbook,BC0923916,BRUINWOOD ESTATE DISTILLERY INC.,self,orgbook-topic-search,high,,https://orgbook.gov.bc.ca/entity/BC0923916,name jaccard 1.00 via LCRB licence 307819 licensee; BC Registries BC0923916 status ACT type BC; registered 2011-10-28; BN 842520884; home BC
canadian-flower-winery-canadian-flower-distillery,Canadian Flower Winery 加拿大之花酒庄 CANADIAN FLOWER DISTILLERY,Canada,bc-orgbook,A0104371,CANADA ASIA-PACIFIC AGRICULTURAL TRADE INC.,operator,orgbook-topic-search,high,,https://orgbook.gov.bc.ca/entity/A0104371,name jaccard 1.00 via LCRB licence 311725 licensee; BC Registries A0104371 status ACT type A; registered 2017-12-02; BN 815991443; home FD
canadian-flower-winery-canadian-flower-distillery,Canadian Flower Winery 加拿大之花酒庄 CANADIAN FLOWER DISTILLERY,Canada,bc-orgbook,FM1073040,CANADIAN FLOWER DISTILLERY,self,orgbook-topic-search,medium,,https://orgbook.gov.bc.ca/entity/FM1073040,"name jaccard 1.00 via pin name; BC Registries FM1073040 status ACT type SP (firm name, not a company); registered 2025-04-11; BN 815991443; home BC"
canadian-flower-winery-canadian-flower-distillery,Canadian Flower Winery 加拿大之花酒庄 CANADIAN FLOWER DISTILLERY,Canada,bc-orgbook,FM1070337,CANADIAN FLOWER WINERY,self,orgbook-topic-search,medium,,https://orgbook.gov.bc.ca/entity/FM1070337,"name jaccard 1.00 via pin name; BC Registries FM1070337 status ACT type SP (firm name, not a company); registered 2025-03-11; BN 815991443; home BC"
canadian-flower-winery-canadian-flower-distillery,Canadian Flower Winery 加拿大之花酒庄 CANADIAN FLOWER DISTILLERY,Canada,corporations-canada,8492212,CANADA ASIA-PACIFIC AGRICULTURAL TRADE Inc.,operator,lcrb-licensee+federal-bulk,high,,https://open.canada.ca/data/en/dataset/0032ce54-c5dd-4b66-99a0-320a7b5e99f2,"licensee of LCRB licence 311725 ('Canadian Flower Distillery', RICHMOND), name jaccard 1.00; federal status Active; CBCA; registered office Richmond, BC; BN 815991443; last annual filing 2026"
cherry-river-distillerie,Cherry River Distillerie,Canada,qc-req,1175849158,DISTILLERIE CHERRY RIVER,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit DI095 (Distillateur) in force, MAGOG (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
cherry-river-distillerie-quebec,Cherry River Distillerie - Québec,Canada,qc-req,1175849158,DISTILLERIE CHERRY RIVER,self,racj-permit-name,medium,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 0.67; RACJ permit DI124 (Distillateur) in force, QUÉBEC (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
cidrerie-et-distillerie-c-e-petch,Cidrerie et Distillerie C.E.Petch,Canada,qc-req,1168714294,CIDRERIE ET DISTILLERIE C.E.PETCH,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit AC076 (Production artisanale de cidre) in force, HEMMINGFORD (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
cirka-distilleries,Cirka Distilleries,Canada,corporations-canada,8806896,CIRKA DISTILLERIES INC.,self,federal-bulk-name,high,,https://open.canada.ca/data/en/dataset/0032ce54-c5dd-4b66-99a0-320a7b5e99f2,"name jaccard 1.00; status Active; CBCA; registered office MONTREAL, QC (city agrees); BN 823416573; last annual filing 2026"
cirka-distilleries,Cirka Distilleries,Canada,qc-req,1169898229,DISTILLERIES CIRKA INC.,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit DI035 (Distillateur) in force, MONTRÉAL (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
copper-rose-distillery,Copper Rose Distillery,Canada,corporations-canada,14449398,COPPER ROSE DISTILLERS INC.,self,agco-licence-name+federal-bulk,high,,https://open.canada.ca/data/en/dataset/0032ce54-c5dd-4b66-99a0-320a7b5e99f2,"legal name from AGCO licence MFD1317454 (Active, premises 'Copper Rose Distillery', AMHERSTBURG), name jaccard 1.00; federal status Active; CBCA; registered office AMHERSTBURG, ON; BN 817311236; last annual filing 2025"
copper-spirit-distillery,Copper Spirit Distillery,Canada,bc-orgbook,BC1067201,COPPER SPIRIT DISTILLERY LTD.,self,orgbook-topic-search,high,,https://orgbook.gov.bc.ca/entity/BC1067201,name jaccard 1.00 via LCRB licence 308194 licensee; BC Registries BC1067201 status ACT type BC; registered 2016-03-04; BN 780507323; home BC
copper-spirit-distillery,Copper Spirit Distillery,Canada,bc-orgbook,FM0642641,COPPER SPIRIT DISTILLERY,self,orgbook-topic-search,medium,,https://orgbook.gov.bc.ca/entity/FM0642641,"name jaccard 1.00 via LCRB licence 308194 licensee; BC Registries FM0642641 status ACT type GP (firm name, not a company); registered 2014-09-15; BN 837530799; home BC"
copperpenny-distilling-co,Copperpenny Distilling Co.,Canada,bc-orgbook,BC1217252,COPPERPENNY DISTILLING LIMITED,self,orgbook-topic-search,high,,https://orgbook.gov.bc.ca/entity/BC1217252,name jaccard 1.00 via LCRB licence 310339 licensee; BC Registries BC1217252 status ACT type BC; registered 2019-07-23; BN 780290078; home BC
copperpenny-distilling-co,Copperpenny Distilling Co.,Canada,bc-orgbook,FM1080788,COPPERPENNY DISTILLING CO.,self,orgbook-topic-search,medium,,https://orgbook.gov.bc.ca/entity/FM1080788,"name jaccard 1.00 via LCRB licence 310339 licensee; BC Registries FM1080788 status ACT type SP (firm name, not a company); registered 2025-07-07; BN 733692131; home BC"
crosscut-distillery,Crosscut Distillery,Canada,corporations-canada,9770399,CROSSCUT DISTILLERY LTD.,self,agco-licence-name+federal-bulk,high,,https://open.canada.ca/data/en/dataset/0032ce54-c5dd-4b66-99a0-320a7b5e99f2,"legal name from AGCO licence MFD1025287 (Active, premises 'Crosscut Distillery', SUDBURY), name jaccard 1.00; federal status Active; CBCA; registered office Subdury, ON; BN 767244122; last annual filing 2026"
crown-royal-distillery,Crown Royal Distillery,Canada,corporations-canada,10866512,Diageo Canada Inc.,operator,hand,high,,https://open.canada.ca/data/en/dataset/0032ce54-c5dd-4b66-99a0-320a7b5e99f2,"federal CBCA, Active, Toronto ON. Crown Royal is distilled at Gimli MB; the map pin is at The Forks, Winnipeg (visitor site), not the distillery"
deep-blue-distilleries,Deep Blue Distilleries,Canada,bc-orgbook,BC1108034,DEEP BLUE DISTILLERIES LTD.,self,orgbook-topic-search,high,,https://orgbook.gov.bc.ca/entity/BC1108034,name jaccard 1.00 via LCRB licence 311621 licensee; BC Registries BC1108034 status ACT type BC; registered 2017-02-21; BN 727487720; home BC
dillon-s-small-batch-distillers,Dillon's Small Batch Distillers,Canada,corporations-canada,7780397,Pure Spirits Distilling Corporation,operator,agco-licence-name+federal-bulk,medium,,https://open.canada.ca/data/en/dataset/0032ce54-c5dd-4b66-99a0-320a7b5e99f2,"legal name from AGCO licence RSAD65115-001 (Cancelled, premises 'Dillon's Small Batch Distillers-On-site', BEAMSVILLE), name jaccard 0.60; federal status Inactive - Inactive - Discontinued; CBCA; registered office Beamsville, ON; BN 825358807; last annual filing 2021"
diony-distillery,Diony Distillery,Canada,corporations-canada,11559796,Diony Distillery Inc.,self,federal-bulk-name,high,,https://open.canada.ca/data/en/dataset/0032ce54-c5dd-4b66-99a0-320a7b5e99f2,"name jaccard 1.00; status Active; CBCA; registered office Red Deer County, AB (city agrees); BN 776930133; last annual filing 2026"
distillerie-3-lacs,Distillerie 3 Lacs,Canada,qc-req,1172568967,DISTILLERIE 3 LACS,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit DI066 (Distillateur) in force, SALABERRY-DE-VALLEYFIELD (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
distillerie-cap-aux-peches,Distillerie Cap-aux-Péchés,Canada,qc-req,1177750842,DISTILLERIE CAP-AUX-PÉCHÉS,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit DI122 (Distillateur) in force, RIVIÈRE-À-CLAUDE (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
distillerie-cap-chat,Distillerie Cap-Chat,Canada,qc-req,1175051532,DISTILLERIE CAP-CHAT,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit DI104 (Distillateur) in force, CAP-CHAT (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
distillerie-cote-des-saints,Distillerie Côte des Saints,Canada,qc-req,1170420062,DISTILLERIE CÔTE DES SAINTS INC.,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit DI065 (Distillateur) in force, MIRABEL (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
distillerie-de-quebec,Distillerie de Québec,Canada,qc-req,1171157788,DISTILLERIE DE QUÉBEC,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit DI047 (Distillateur) in force, QUÉBEC (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
distillerie-des-appalaches,Distillerie des Appalaches,Canada,qc-req,1173749020,DISTILLERIE DES APPALACHES,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit DI069 (Distillateur) in force, LÉVIS (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
distillerie-des-cantons-de-l-est,Distillerie des Cantons de l'Est,Canada,corporations-canada,13099059,DISTILLERIE DES CANTONS DE L'EST INC.,self,racj-permit-name+federal-bulk,high,,https://open.canada.ca/data/en/dataset/0032ce54-c5dd-4b66-99a0-320a7b5e99f2,"legal name from RACJ permit DI128 (POTTON), name jaccard 1.00; federal status Active; CBCA; registered office Montréal, QC; BN 794041806; last annual filing 2026"
distillerie-des-cantons-de-l-est,Distillerie des Cantons de l'Est,Canada,qc-req,1176793934,DISTILLERIE DES CANTONS DE L'EST,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit DI128 (Distillateur) in force, POTTON; NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
distillerie-des-marigots,Distillerie des Marigots,Canada,corporations-canada,11305727,DISTILLERIE DES MARIGOTS INC.,self,federal-bulk-name,high,,https://open.canada.ca/data/en/dataset/0032ce54-c5dd-4b66-99a0-320a7b5e99f2,"name jaccard 1.00; status Active; CBCA; registered office caplan, QC (city agrees); BN 705544088; last annual filing 2026"
distillerie-des-marigots,Distillerie des Marigots,Canada,qc-req,1174414038,DISTILLERIE DES MARIGOTS,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit DI082 (Distillateur) in force, CAPLAN (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
distillerie-du-fjord,Distillerie du Fjord,Canada,qc-req,1171962815,DISTILLERIE DU FJORD,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit DI044 (Distillateur) in force, SAINT-DAVID-DE-FALARDEAU (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
distillerie-grand-derangement,Distillerie Grand Dérangement,Canada,qc-req,1173218844,DISTILLERIE GRAND DÉRANGEMENT,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit DI083 (Distillateur) in force, SAINT-JACQUES (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
distillerie-lore-legends,Distillerie Lore & Legends,Canada,qc-req,1172785363,DISTILLERIE LORE & LEGENDS,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit DI081 (Distillateur) in force, LÉVIS (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
distillerie-mitis,Distillerie Mitis,Canada,qc-req,1172205768,DISTILLERIE MITIS,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit DI070 (Distillateur) in force, MONT-JOLI (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
distillerie-quebec-north-shore,Distillerie Québec North Shore,Canada,corporations-canada,11741292,LA DISTILLERIE QUÉBEC NORTH SHORE DISTILLERY INC.,self,federal-bulk-name,high,,https://open.canada.ca/data/en/dataset/0032ce54-c5dd-4b66-99a0-320a7b5e99f2,"name jaccard 1.00; status Active; CBCA; registered office Chute-aux-Outardes, QC (city agrees); BN 760831339; last annual filing 2025"
distillerie-quebec-north-shore,Distillerie Québec North Shore,Canada,qc-req,1175017160,LA DISTILLERIE QUÉBEC NORTH SHORE DISTILLERY,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit DI107 (Distillateur) in force, CHUTE-AUX-OUTARDES (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
distillerie-rheault-distillery,Distillerie Rheault Distillery,Canada,on-obr,1490290,1490290 Ontario Inc.,operator,agco-licence-name,high,,https://www.ontario.ca/page/ontario-business-registry,"legal entity from AGCO licence MFD66476 (Manufacturer's Licence - Distillery, Active, premises 'RHEAULT DISTILLERIES', HEARST (city agrees)); name jaccard 1.00; OBR number = Ontario numbered-company name"
distillerie-shefford,Distillerie Shefford,Canada,qc-req,1180414725,DISTILLERIE SHEFFORD,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit AS002 (Production artisanale d’alcools et spiritueux) in force, SHEFFORD (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
distillerie-stadacone,Distillerie Stadaconé,Canada,corporations-canada,11102729,Distillerie Stadaconé inc.,self,federal-bulk-name,high,,https://open.canada.ca/data/en/dataset/0032ce54-c5dd-4b66-99a0-320a7b5e99f2,"name jaccard 1.00; status Active; CBCA; registered office Québec, QC (city agrees); BN 725259881; last annual filing 2025"
distillerie-stadacone,Distillerie Stadaconé,Canada,qc-req,1174242710,DISTILLERIE STADACONÉ,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit DI071 (Distillateur) in force, QUÉBEC (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
distillerie-temiscouata,Distillerie Témiscouata,Canada,qc-req,1170874664,DISTILLERIE TÉMISCOUATA,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit DI092 (Distillateur) in force, AUCLAIR (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
distillerie-vent-du-nord,Distillerie Vent du Nord,Canada,qc-req,1174136250,DISTILLERIE VENT DU NORD,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit DI079 (Distillateur) in force, BAIE-COMEAU (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
distillerie-wabasso,Distillerie Wabasso,Canada,qc-req,1172749286,DISTILLERIE WABASSO INC.,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit DI054 (Distillateur) in force, TROIS-RIVIÈRES (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
distillerie-wfe,Distillerie WfE,Canada,qc-req,1177883213,WFE DISTILLERY,self,racj-permit-name,high,,https://www.donneesquebec.ca/recherche/dataset/racj-alcool-fabricant,"name jaccard 1.00; RACJ permit DI126 (Distillateur) in force, CHAMBLY (city agrees); NEQ is the REQ register number; REQ status/incorporation date not checked (REQ bulk not used)"
distillery-vfx,Distillery VFX,Canada,bc-orgbook,BC1232246,DISTILLERY VFX INC.,self,orgbook-topic-search,medium,,https://orgbook.gov.bc.ca/entity/BC1232246,name jaccard 1.00 via pin name; BC Registries BC1232246 status ACT type BC; registered 2019-12-03; BN 758315337; home BC
